French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
amateur,любитель,Un <b>amateur</b> de vin.,<b>Любитель</b> вина.,🍷,m
logique,логичный,C'est <b>logique</b>.,Это <b>логично</b>.,🧠,adj
un établissement,учреждение,Un <b>établissement</b> scolaire.,Учебное <b>заведение</b>.,🏫,m
"positif, positive",положительный,Un résultat <b>positif</b>.,<b>Положительный</b> результат.,➕,adj
souple,гибкий,Elle est très <b>souple</b>.,Она очень <b>гибкая</b>.,🤸,adj
sonore,звуковой,Une bande <b>sonore</b>.,<b>Звуковая</b> дорожка.,🔊,adj
un mâle,самец,Le <b>mâle</b> dominant.,Доминирующий <b>самец</b>.,🦁,m
un trône,трон,Assis sur le <b>trône</b>.,Сидя на <b>троне</b>.,👑,m
crisper,сводить; напрягать,Ça me <b>crispe</b>.,Это меня <b>напрягает</b>.,😬,v
"naïf, naïve",наивный,Elle est <b>naïve</b>.,Она <b>наивная</b>.,😊,adj
un fossé,ров; пропасть,Un <b>fossé</b> entre nous.,<b>Пропасть</b> между нами.,🕳️,m
piper,пищать; мошенничать,Ne pas <b>piper</b> mot.,Не <b>проронить</b> ни слова.,🤐,v
un jury,жюри,Le <b>jury</b> délibère.,<b>Жюри</b> совещается.,⚖️,m
un tonton,дядюшка (разг.),Mon <b>tonton</b> préféré.,Мой любимый <b>дядюшка</b>.,👨,m
un sieur,господин (устар.),Le <b>sieur</b> Dupont.,<b>Господин</b> Дюпон.,🎩,m
un avant,перед; нападающий,L'<b>avant</b> a marqué un but.,<b>Нападающий</b> забил гол.,⚽,m
tester,тестировать,<b>Teste</b> le produit.,<b>Протестируй</b> продукт.,🧪,v
une confusion,путаница,Il y a <b>confusion</b>.,Тут <b>путаница</b>.,🤔,f
renforcer,усиливать,<b>Renforce</b> la sécurité.,<b>Усиль</b> безопасность.,💪,v
nuire,вредить,Ça peut <b>nuire</b> à ta santé.,Это может <b>навредить</b> здоровью.,⚠️,v
un privilège,привилегия,C'est un <b>privilège</b>.,Это <b>привилегия</b>.,⭐,m
brouiller,путать; ссорить,Ne <b>brouille</b> pas les cartes.,Не <b>путай</b> карты.,🃏,v
un autobus,автобус,Prends l'<b>autobus</b>.,Садись на <b>автобус</b>.,🚌,m
une alerte,тревога,Une <b>alerte</b> rouge.,Красная <b>тревога</b>.,🚨,f
un diplôme,диплом,J'ai mon <b>diplôme</b>.,У меня есть <b>диплом</b>.,🎓,m
une ironie,ирония,Quelle <b>ironie</b> !,Какая <b>ирония</b>!,😏,f
"mal, male",плохой; дурной,Il a eu une <b>male</b> heure.,У него был <b>несчастливый</b> час.,😞,adj
attribuer,приписывать; присуждать,<b>Attribuer</b> un prix.,<b>Присудить</b> приз.,🏆,v
économique,экономический,La crise <b>économique</b>.,<b>Экономический</b> кризис.,📉,adj
enfouir,закапывать,<b>Enfouis</b> le trésor.,<b>Закопай</b> сокровище.,💎,v
un dragon,дракон,Le <b>dragon</b> crache du feu.,<b>Дракон</b> извергает огонь.,🐉,m
exclure,исключать,<b>Exclure</b> quelqu'un.,<b>Исключить</b> кого-то.,🚫,v
entrevoir,предвидеть; мельком видеть,Je l'ai <b>entrevu</b>.,Я его <b>мельком увидел</b>.,👁️,v
une borne,граница; терминал,Une <b>borne</b> électrique.,Электрическая <b>зарядка</b>.,🔌,f
une brute,грубиян,C'est une <b>brute</b>.,Это <b>грубиян</b>.,😠,f
enchaîner,приковывать; продолжать,<b>Enchaîne</b> les exercices.,<b>Продолжай</b> упражнения.,🔗,v
un pipi,пописать (разг.),Faire <b>pipi</b>.,<b>Пописать</b>.,🚽,m
redoutable,грозный,Un adversaire <b>redoutable</b>.,<b>Грозный</b> противник.,😨,adj
une jungle,джунгли,La <b>jungle</b> amazonienne.,Амазонские <b>джунгли</b>.,🌴,f
remarquable,замечательный,Un travail <b>remarquable</b>.,<b>Замечательная</b> работа.,✨,adj
un thomas,ночной горшок (арго),Passer le <b>thomas</b>.,Воспользоваться <b>горшком</b>.,🚽,m
une fermeture,закрытие,La <b>fermeture</b> du magasin.,<b>Закрытие</b> магазина.,🔒,f
"massif, massive",массивный,Une porte <b>massive</b>.,<b>Массивная</b> дверь.,🚪,adj
tolérer,терпеть,Je ne peux pas <b>tolérer</b> ça.,Я не могу это <b>терпеть</b>.,😤,v
décorer,украшать,<b>Décore</b> le salon.,<b>Укрась</b> гостиную.,🎨,v
"bourgeois, bourgeoise",буржуазный,Un quartier <b>bourgeois</b>.,<b>Буржуазный</b> район.,🏘️,adj
"mou, molle",мягкий,Un oreiller <b>mou</b>.,<b>Мягкая</b> подушка.,🛏️,adj
un agneau,ягнёнок,Un <b>agneau</b> pascal.,Пасхальный <b>ягнёнок</b>.,🐑,m
un sénateur,сенатор,Le <b>sénateur</b> vote.,<b>Сенатор</b> голосует.,🏛️,m
un ordinaire,обыденное,L'<b>ordinaire</b> de la vie.,<b>Обыденность</b> жизни.,📆,m
un fort,крепость,Le vieux <b>fort</b>.,Старая <b>крепость</b>.,🏰,m
"habillé, habillée",одетый,Bien <b>habillé</b>.,Хорошо <b>одетый</b>.,👔,adj
une étoffe,ткань,Une belle <b>étoffe</b>.,Красивая <b>ткань</b>.,🧵,f
un engin,аппарат; устройство,Un <b>engin</b> spatial.,Космический <b>аппарат</b>.,🚀,m
une complicité,соучастие,Une <b>complicité</b> amoureuse.,Любовная <b>сопричастность</b>.,❤️,f
un domicile,место жительства,À <b>domicile</b>.,На <b>дому</b>.,🏠,m
un convoi,конвой,Un <b>convoi</b> militaire.,Военный <b>конвой</b>.,🚛,m
"violet, violette",фиолетовый,Une fleur <b>violette</b>.,<b>Фиолетовый</b> цветок.,💜,adj
transférer,переводить,<b>Transférer</b> de l'argent.,<b>Перевести</b> деньги.,💸,v
un bond,прыжок,D'un <b>bond</b>.,Одним <b>прыжком</b>.,🦘,m
un tremblement,дрожь,Un <b>tremblement</b> de terre.,<b>Землетрясение</b>.,🌍,m
une obligation,обязательство,Une <b>obligation</b> légale.,Юридическое <b>обязательство</b>.,📜,f
un bassin,бассейн; таз,Le <b>bassin</b> du jardin.,<b>Бассейн</b> в саду.,🏊,m
mentionner,упоминать,<b>Mentionne</b> son nom.,<b>Упомяни</b> его имя.,📝,v
un pognon,бабки (разг.),Il a du <b>pognon</b>.,У него есть <b>бабки</b>.,💰,m
une gêne,смущение; неудобство,Sans <b>gêne</b>.,Без <b>стеснения</b>.,😳,f
adapter,адаптировать,<b>Adapte</b>-toi à la situation.,<b>Адаптируйся</b> к ситуации.,🔄,v
renifler,нюхать,Le chien <b>renifle</b>.,Собака <b>принюхивается</b>.,🐕,v
une fourrure,мех,Un manteau de <b>fourrure</b>.,Шуба из <b>меха</b>.,🧥,f
un facteur,почтальон; фактор,Le <b>facteur</b> passe.,<b>Почтальон</b> проходит.,📮,m
"spirituel, spirituelle",духовный; остроумный,Un guide <b>spirituel</b>.,<b>Духовный</b> наставник.,🙏,adj
un dessert,десерт,Comme <b>dessert</b>...,На <b>десерт</b>...,🍰,m
cerner,окружать; понимать,Je <b>cerne</b> le problème.,Я <b>понимаю</b> проблему.,🎯,v
une saucisse,сосиска,Une <b>saucisse</b> grillée.,Жареная <b>сосиска</b>.,🌭,f
un timbre,марка; тембр,Un <b>timbre</b>-poste.,Почтовая <b>марка</b>.,📮,m
évader,убегать,Il s'est <b>évadé</b> de prison.,Он <b>сбежал</b> из тюрьмы.,🏃,v
une crête,гребень,La <b>crête</b> de la montagne.,<b>Гребень</b> горы.,⛰️,f
un moins,минус; недостаток,C'est un <b>moins</b>.,Это <b>минус</b>.,➖,m
un argument,аргумент,Un bon <b>argument</b>.,Хороший <b>аргумент</b>.,💬,m
une gonzesse,девчонка (разг.),Cette <b>gonzesse</b> est sympa.,Эта <b>тёлка</b> классная.,👩,f
défier,бросать вызов,Je te <b>défie</b>.,Я тебе <b>бросаю вызов</b>.,💪,v
une exposition,выставка,Une <b>exposition</b> d'art.,Художественная <b>выставка</b>.,🎨,f
maquiller,гримировать,<b>Maquille</b>-toi.,<b>Накрасься</b>.,💄,v
un bistrot,бистро,Un petit <b>bistrot</b> parisien.,Маленькое парижское <b>бистро</b>.,🍷,m
"japonais, japonaise",японский,La cuisine <b>japonaise</b>.,<b>Японская</b> кухня.,🍣,adj
hâter,торопить,<b>Hâte</b>-toi !,<b>Поторопись</b>!,⏱️,v
salaud,подонок (груб.),<b>Salaud</b> ! Tu m'as menti !,<b>Сволочь</b>! Ты мне соврал!,🤬,adj
un japonais,японец,Mon voisin est <b>japonais</b>.,Мой сосед — <b>японец</b>.,🇯🇵,m
anéantir,уничтожать,<b>Anéantir</b> l'ennemi.,<b>Уничтожить</b> врага.,💥,v
une patate,картошка (разг.),Une <b>patate</b> chaude.,Горячая <b>картошка</b>.,🥔,f
un congrès,конгресс,Le <b>congrès</b> annuel.,Ежегодный <b>конгресс</b>.,🏛️,m
une vidéo,видео,Regarde cette <b>vidéo</b>.,Посмотри это <b>видео</b>.,📹,f
enquêter,расследовать,La police <b>enquête</b>.,Полиция <b>расследует</b>.,🔍,v
un bâtard,ублюдок; внебрачный,<b>Bâtard</b> ! (insulte),<b>Ублюдок</b>! (оскорбление),🤬,m
retarder,откладывать; опаздывать,Ne <b>retarde</b> pas.,Не <b>опаздывай</b>.,⏰,v
"négatif, négative",отрицательный,Un résultat <b>négatif</b>.,<b>Отрицательный</b> результат.,➖,adj
un frangin,братишка (разг.),C'est mon <b>frangin</b>.,Это мой <b>братишка</b>.,👦,m
capturer,захватывать,<b>Capturer</b> l'ennemi.,<b>Захватить</b> врага.,🎯,v
un accusé,обвиняемый,L'<b>accusé</b> est innocent.,<b>Обвиняемый</b> невиновен.,⚖️,m
vulgaire,вульгарный,Un mot <b>vulgaire</b>.,<b>Вульгарное</b> слово.,😬,adj
anonyme,анонимный,Un appel <b>anonyme</b>.,<b>Анонимный</b> звонок.,🎭,adj
un échantillon,образец,Un <b>échantillon</b> gratuit.,Бесплатный <b>образец</b>.,🧪,m
un loyer,арендная плата,Le <b>loyer</b> est cher.,<b>Аренда</b> дорогая.,🏠,m
hanter,преследовать; обитать,Les fantômes <b>hantent</b> le château.,Призраки <b>обитают</b> в замке.,👻,v
une tranche,ломтик,Une <b>tranche</b> de pain.,<b>Ломтик</b> хлеба.,🍞,f
une brosse,щётка,Une <b>brosse</b> à dents.,Зубная <b>щётка</b>.,🪥,f
une recette,рецепт,La <b>recette</b> du gâteau.,<b>Рецепт</b> торта.,📝,f
"original, originale",оригинальный,Une idée <b>originale</b>.,<b>Оригинальная</b> идея.,💡,adj
navrer,огорчать,Je suis <b>navré</b>.,Мне <b>очень жаль</b>.,😔,v
une horloge,часы (настенные),L'<b>horloge</b> sonne.,<b>Часы</b> бьют.,🕰️,f
une nappe,скатерть,Mets la <b>nappe</b>.,Постели <b>скатерть</b>.,🍽️,f
une colonie,колония,Une <b>colonie</b> de vacances.,Летний <b>лагерь</b>.,🏕️,f
accoucher,рожать,Elle va bientôt <b>accoucher</b>.,Она скоро <b>родит</b>.,👶,v
scientifique,научный,Une découverte <b>scientifique</b>.,<b>Научное</b> открытие.,🔬,adj
une patrouille,патруль,La <b>patrouille</b> de police.,Полицейский <b>патруль</b>.,🚔,f
une détresse,бедствие,Un signal de <b>détresse</b>.,Сигнал <b>бедствия</b>.,🆘,f
une roche,скала,Une <b>roche</b> volcanique.,Вулканическая <b>порода</b>.,🪨,f
frôler,задевать,La balle l'a <b>frôlé</b>.,Пуля его <b>задела</b>.,💨,v
un sabot,копыто; башмак,Le <b>sabot</b> du cheval.,<b>Копыто</b> лошади.,🐴,m
compromettre,компрометировать,<b>Compromettre</b> sa réputation.,<b>Компрометировать</b> репутацию.,😬,v
un petit-fils,внук,C'est mon <b>petit-fils</b>.,Это мой <b>внук</b>.,👦,m
tourmenter,мучить,Ne te <b>tourmente</b> pas.,Не <b>мучайся</b>.,😟,v
une querelle,ссора,Une <b>querelle</b> de famille.,Семейная <b>ссора</b>.,👨‍👩‍👧,f
une poursuite,погоня,Une <b>poursuite</b> en voiture.,Автомобильная <b>погоня</b>.,🚗,f
multiplier,умножать,<b>Multiplie</b> par deux.,<b>Умножь</b> на два.,✖️,v
une représentation,представление,Une <b>représentation</b> théâtrale.,Театральное <b>представление</b>.,🎭,f
une tentation,искушение,Résister à la <b>tentation</b>.,Противостоять <b>искушению</b>.,😈,f
